,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,location,hashtags,link,retweet,quote_url,video,profile_image_url
1,1127935635400957954,1127935635400957954,1557755786000,2019-05-13,20:56:26,WIB,2262992802,mirza_husainiy,Mirza Quanta Ahady H,,Disadari atau tidak Kadang apa yg kita lihat sebagai “kerusakan” / penyimpangan itu sebenarnya karena ulah kita sendiri  Kita boleh sedih sampe pengen bunuh diri Apa dengan gitu selesai?  Bangkit lah Itu hanya sebagian kecil kehidupan Yo ngono kui urip 😅 seru kan?,,[],[],0,0,0,,[],https://twitter.com/mirza_husainiy/status/1127935635400957954,,,0,https://pbs.twimg.com/profile_images/896707936008810496/axlDn_bp.jpg
2,1127933327736881152,1127926425296617472,1557755235000,2019-05-13,20:47:15,WIB,839082153677725697,lvlia00,ʚ ʟɪᴀ ɞ,,Huhu berasa liat orang diputusin pacar lewat telfon terus pengen bunuh diri aja rasanya. Acting nya bagus 👏👏  pic.twitter.com/eR3YQnXrRO,,[],['https://pbs.twimg.com/media/D6c5YDlU0AA9ont.jpg'],1,0,0,,[],https://twitter.com/LVLIA00/status/1127933327736881152,,,0,https://pbs.twimg.com/profile_images/1124230039678021633/_dRnoVSf.jpg
7,1127650851529453568,1127648432976326657,1557687888000,2019-05-13,02:04:48,WIB,1052774662801784832,yeacryn,obyn #MILLARDALEBACK #ADVISBACK,,"jangan pernah menyerah yaaahh, sekalipun km bunuh diri yang rugi dikamu jugaaa:) hilangin pikiran itu okeee, banyak yg sayang sama kamu banyak yang masih pengen lihat kamu. jangan pernah menyeraaah, ingat banyak orang yg pengen melanjutkan hidup! semangaaat!!!",['rpautobase'],[],[],0,0,0,,[],https://twitter.com/yeacryn/status/1127650851529453568,,,0,https://pbs.twimg.com/profile_images/1127841278299762689/WuaYEFfS.jpg
24,1127262863112974338,1127210272848891905,1557595384000,2019-05-12,00:23:04,WIB,967450696692899840,sszc_01,Zasvicha,,Pasti sudah ga bisa tidur tuh anak.. semoga aja ga bunuh diri. Pengen tau ketika di tangkap nnt,"['hana_4taa', 'sirodjudin01', 'rizmawidiono', 'guecebongs', '4y4nkz', '_______b1g__k4y', 'ariantobulolo', 'badjanuswantara', 'nanedianti', '99armyk', 'alin7_11', 'andyarch77', 'darmogaty', 'anto_winarno']",[],[],5,3,16,,[],https://twitter.com/SSZC_01/status/1127262863112974338,,,0,https://pbs.twimg.com/profile_images/1046423512347340800/Y1Esmd01.jpg
31,1126894271368314882,1126867496454082560,1557507505000,2019-05-10,23:58:25,WIB,3396925817,ayukurniasihh,🍩🍫🍞🍔🍗🍜🌭🍦🍨🍷🍶☕,,jare pengen bunuh diri,['skkkrrrrttt'],[],[],1,0,0,,[],https://twitter.com/ayukurniasihh/status/1126894271368314882,,,0,https://pbs.twimg.com/profile_images/1126065348715765760/Bpurh_pM.jpg
35,1126857941947015168,1126850745376972800,1557498844000,2019-05-10,21:34:04,WIB,1048593887281868802,thegr8tasha,laf,,"inget amal, amal ga seberapa aja sok2an pengen bunuh diri",['tanya2rl'],[],[],0,0,0,,[],https://twitter.com/thegr8tasha/status/1126857941947015168,,,0,https://pbs.twimg.com/profile_images/1126879281177489408/EZjUh5MW.jpg
36,1126848615287144448,1126848003048857600,1557496620000,2019-05-10,20:57:00,WIB,1034118334889902083,emsubhann_,Subhan,,Kon frustasi atau pengen bunuh diri monggo,['dikars_'],[],[],1,0,0,,[],https://twitter.com/emsubhann_/status/1126848615287144448,,,0,https://pbs.twimg.com/profile_images/1042056863645233152/2-SyujcF.jpg
39,1126670738734194688,1126670738734194688,1557454211000,2019-05-10,09:10:11,WIB,2652907023,pathingy,/pat - PENGGANTI RLTHINGY - CEK PINNED,,/pat temenku gatau knp tiap lagi ngobrol sering nyinggung2 dia pengen bunuh diri. Itu dia beneran atau ga sih? Klo aku liat dia baik2 aja. Tapi kenapa sering ngomong dia pengen bunuh diri ya??,,[],[],15,0,0,,[],https://twitter.com/pathingy/status/1126670738734194688,,,0,https://pbs.twimg.com/profile_images/1119229930028404736/uTaf5QV_.jpg
41,1126616157358714880,1126471768841932800,1557441198000,2019-05-10,05:33:18,WIB,1017939924,aadhmusic_dadan,Dadan Hamdani,,"tangkap..  jgn pernah diliput media,pengen terkenal dgn cara bunuh diri.kaya pelaku BOM saja nih org dah gelap mata tuk raih tujuan .inget ye  ..surat alfathir ayat 43 Rencana jahat takan menimpa kecuali yg mrncanakanya sendiri","['jayabay19479190', 'hanjenif']",[],[],0,0,0,,[],https://twitter.com/aadhmusic_dadan/status/1126616157358714880,,,0,https://pbs.twimg.com/profile_images/1124274659262746624/oszeFUoS.jpg
43,1126523846599663617,1126523846599663617,1557419189000,2019-05-09,23:26:29,WIB,3018192458,yippietaetae,Nom Nom 🐾,,Pas liat taehyung rambut item itu serasa pengen bunuh diri di tol layang. Terlalu ganteng anjir. Rahim gua bergetar cuy T~T Buat Taehyung @BTS_twt jangan ganteng ganteng mas diriku gakuad :(,['bts_twt'],[],[],0,0,0,,[],https://twitter.com/Yippietaetae/status/1126523846599663617,,,0,https://pbs.twimg.com/profile_images/1126363778444959744/fKgrL5Rx.jpg
